timestamp_utc,event_type,notes
2026-04-08T05:37:13.786+00:00,ibd_end,auto: detected IBD completion in kaspad log
2026-04-08T05:37:13.821+00:00,ibd_start,auto: detected IBD start in kaspad log
2026-04-08T05:47:04Z,synced_start,auto: detected node becoming synced from RPC samples
