timestamp_utc,event_type,notes
2026-04-04T13:35:27Z,synced_start,auto: first successful RPC sample was synced
2026-04-04T13:35:45.922+00:00,ibd_end,auto: detected IBD completion in kaspad log
2026-04-04T13:35:45.922+00:00,ibd_start,auto: detected IBD start in kaspad log
2026-04-04T13:35:45.925+00:00,ibd_end,auto: detected IBD completion in kaspad log
2026-04-04T18:32:06.278+00:00,pruning_start,auto: detected pruning movement in kaspad log
