timestamp_utc,event_type,notes
2026-04-08T05:52:11Z,synced_start,auto: first successful RPC sample was synced
2026-04-08T06:32:15.413+00:00,pruning_start,auto: detected pruning movement in kaspad log
2026-04-08T06:41:18.974+00:00,pruning_end,auto: detected pruning UTXO update in kaspad log
2026-04-08T18:32:35.188+00:00,pruning_start,auto: detected pruning movement in kaspad log
2026-04-08T18:42:09.543+00:00,pruning_end,auto: detected pruning UTXO update in kaspad log
