timestamp_utc,event_type,notes
2026-04-08T03:14:08Z,synced_start,auto: first successful RPC sample was synced
2026-04-08T06:32:15.412+00:00,pruning_start,auto: detected pruning movement in kaspad log
2026-04-08T06:41:35.842+00:00,pruning_end,auto: detected pruning UTXO update in kaspad log
2026-04-08T18:32:35.166+00:00,pruning_start,auto: detected pruning movement in kaspad log
2026-04-08T18:41:56.248+00:00,pruning_end,auto: detected pruning UTXO update in kaspad log
