timestamp_utc,event_type,notes
2026-04-08T05:56:23Z,synced_start,auto: first successful RPC sample was synced
2026-04-08T06:32:15.424+00:00,pruning_start,auto: detected pruning movement in kaspad log
2026-04-08T06:42:03.333+00:00,pruning_end,auto: detected pruning UTXO update in kaspad log
2026-04-08T18:32:35.191+00:00,pruning_start,auto: detected pruning movement in kaspad log
2026-04-08T18:42:13.144+00:00,pruning_end,auto: detected pruning UTXO update in kaspad log
