timestamp_utc,event_type,notes
2026-04-04T13:30:10.147+00:00,ibd_end,auto: detected IBD completion in kaspad log
2026-04-04T13:30:10.346+00:00,ibd_start,auto: detected IBD start in kaspad log
2026-04-04T13:34:59Z,synced_start,auto: detected node becoming synced from RPC samples
